pk_resumen,lat,lon,score_final,dias_evaluados,dias_optimos,pct_optimos,mes,score_mensual_promedio,variabilidad_score,confort_pct_mes,desviacion_estacional,aggregated_at
5.299612|-75.699523|2,5.299612,-75.699523,76.41,3643,458,12.57,2,64.84,18.46,55.99,-11.57,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|3,5.299612,-75.699523,76.41,3643,458,12.57,3,64.74,17.04,55.4,-11.67,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|4,5.299612,-75.699523,76.41,3643,458,12.57,4,63.63,16.46,53.15,-12.78,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|5,5.299612,-75.699523,76.41,3643,458,12.57,5,62.83,16.12,51.47,-13.58,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|6,5.299612,-75.699523,76.41,3643,458,12.57,6,63.33,16.33,52.0,-13.08,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|7,5.299612,-75.699523,76.41,3643,458,12.57,7,64.18,18.1,54.56,-12.23,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|8,5.299612,-75.699523,76.41,3643,458,12.57,8,64.38,20.31,56.12,-12.03,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|9,5.299612,-75.699523,76.41,3643,458,12.57,9,65.32,20.08,57.73,-11.09,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|10,5.299612,-75.699523,76.41,3643,458,12.57,10,62.44,17.07,50.36,-13.97,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|11,5.299612,-75.699523,76.41,3643,458,12.57,11,60.46,16.17,44.35,-15.95,2026-04-14 09:57:56.419936-05
5.299612|-75.699523|12,5.299612,-75.699523,76.41,3643,458,12.57,12,61.78,17.07,48.51,-14.63,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|1,4.499609,-75.899524,76.28,3643,548,15.04,1,61.8,18.87,48.82,-14.48,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|2,4.499609,-75.899524,76.28,3643,548,15.04,2,64.84,18.46,55.99,-11.44,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|3,4.499609,-75.899524,76.28,3643,548,15.04,3,64.74,17.04,55.4,-11.54,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|4,4.499609,-75.899524,76.28,3643,548,15.04,4,63.63,16.46,53.15,-12.65,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|5,4.499609,-75.899524,76.28,3643,548,15.04,5,62.83,16.12,51.47,-13.45,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|6,4.499609,-75.899524,76.28,3643,548,15.04,6,63.33,16.33,52.0,-12.95,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|7,4.499609,-75.899524,76.28,3643,548,15.04,7,64.18,18.1,54.56,-12.1,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|8,4.499609,-75.899524,76.28,3643,548,15.04,8,64.38,20.31,56.12,-11.9,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|9,4.499609,-75.899524,76.28,3643,548,15.04,9,65.32,20.08,57.73,-10.96,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|10,4.499609,-75.899524,76.28,3643,548,15.04,10,62.44,17.07,50.36,-13.84,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|11,4.499609,-75.899524,76.28,3643,548,15.04,11,60.46,16.17,44.35,-15.82,2026-04-14 09:57:56.419936-05
4.499609|-75.899524|12,4.499609,-75.899524,76.28,3643,548,15.04,12,61.78,17.07,48.51,-14.5,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|1,4.399608,-75.999524,76.07,3643,511,14.03,1,61.8,18.87,48.82,-14.27,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|2,4.399608,-75.999524,76.07,3643,511,14.03,2,64.84,18.46,55.99,-11.23,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|3,4.399608,-75.999524,76.07,3643,511,14.03,3,64.74,17.04,55.4,-11.33,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|4,4.399608,-75.999524,76.07,3643,511,14.03,4,63.63,16.46,53.15,-12.44,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|5,4.399608,-75.999524,76.07,3643,511,14.03,5,62.83,16.12,51.47,-13.24,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|6,4.399608,-75.999524,76.07,3643,511,14.03,6,63.33,16.33,52.0,-12.74,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|7,4.399608,-75.999524,76.07,3643,511,14.03,7,64.18,18.1,54.56,-11.89,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|8,4.399608,-75.999524,76.07,3643,511,14.03,8,64.38,20.31,56.12,-11.69,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|9,4.399608,-75.999524,76.07,3643,511,14.03,9,65.32,20.08,57.73,-10.75,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|10,4.399608,-75.999524,76.07,3643,511,14.03,10,62.44,17.07,50.36,-13.63,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|11,4.399608,-75.999524,76.07,3643,511,14.03,11,60.46,16.17,44.35,-15.61,2026-04-14 09:57:56.419936-05
4.399608|-75.999524|12,4.399608,-75.999524,76.07,3643,511,14.03,12,61.78,17.07,48.51,-14.29,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|1,5.099611,-75.599522,76.02,3643,316,8.67,1,61.8,18.87,48.82,-14.22,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|2,5.099611,-75.599522,76.02,3643,316,8.67,2,64.84,18.46,55.99,-11.18,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|3,5.099611,-75.599522,76.02,3643,316,8.67,3,64.74,17.04,55.4,-11.28,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|4,5.099611,-75.599522,76.02,3643,316,8.67,4,63.63,16.46,53.15,-12.39,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|5,5.099611,-75.599522,76.02,3643,316,8.67,5,62.83,16.12,51.47,-13.19,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|6,5.099611,-75.599522,76.02,3643,316,8.67,6,63.33,16.33,52.0,-12.69,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|7,5.099611,-75.599522,76.02,3643,316,8.67,7,64.18,18.1,54.56,-11.84,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|8,5.099611,-75.599522,76.02,3643,316,8.67,8,64.38,20.31,56.12,-11.64,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|9,5.099611,-75.599522,76.02,3643,316,8.67,9,65.32,20.08,57.73,-10.7,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|10,5.099611,-75.599522,76.02,3643,316,8.67,10,62.44,17.07,50.36,-13.58,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|11,5.099611,-75.599522,76.02,3643,316,8.67,11,60.46,16.17,44.35,-15.56,2026-04-14 09:57:56.419936-05
5.099611|-75.599522|12,5.099611,-75.599522,76.02,3643,316,8.67,12,61.78,17.07,48.51,-14.24,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|1,5.499613,-75.499522,75.86,3643,854,23.44,1,61.8,18.87,48.82,-14.06,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|2,5.499613,-75.499522,75.86,3643,854,23.44,2,64.84,18.46,55.99,-11.02,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|3,5.499613,-75.499522,75.86,3643,854,23.44,3,64.74,17.04,55.4,-11.12,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|4,5.499613,-75.499522,75.86,3643,854,23.44,4,63.63,16.46,53.15,-12.23,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|5,5.499613,-75.499522,75.86,3643,854,23.44,5,62.83,16.12,51.47,-13.03,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|6,5.499613,-75.499522,75.86,3643,854,23.44,6,63.33,16.33,52.0,-12.53,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|7,5.499613,-75.499522,75.86,3643,854,23.44,7,64.18,18.1,54.56,-11.68,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|8,5.499613,-75.499522,75.86,3643,854,23.44,8,64.38,20.31,56.12,-11.48,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|9,5.499613,-75.499522,75.86,3643,854,23.44,9,65.32,20.08,57.73,-10.54,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|10,5.499613,-75.499522,75.86,3643,854,23.44,10,62.44,17.07,50.36,-13.42,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|11,5.499613,-75.499522,75.86,3643,854,23.44,11,60.46,16.17,44.35,-15.4,2026-04-14 09:57:56.419936-05
5.499613|-75.499522|12,5.499613,-75.499522,75.86,3643,854,23.44,12,61.78,17.07,48.51,-14.08,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|1,5.199612,-75.699523,75.64,3643,341,9.36,1,61.8,18.87,48.82,-13.84,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|2,5.199612,-75.699523,75.64,3643,341,9.36,2,64.84,18.46,55.99,-10.8,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|3,5.199612,-75.699523,75.64,3643,341,9.36,3,64.74,17.04,55.4,-10.9,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|4,5.199612,-75.699523,75.64,3643,341,9.36,4,63.63,16.46,53.15,-12.01,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|5,5.199612,-75.699523,75.64,3643,341,9.36,5,62.83,16.12,51.47,-12.81,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|6,5.199612,-75.699523,75.64,3643,341,9.36,6,63.33,16.33,52.0,-12.31,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|7,5.199612,-75.699523,75.64,3643,341,9.36,7,64.18,18.1,54.56,-11.46,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|8,5.199612,-75.699523,75.64,3643,341,9.36,8,64.38,20.31,56.12,-11.26,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|9,5.199612,-75.699523,75.64,3643,341,9.36,9,65.32,20.08,57.73,-10.32,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|10,5.199612,-75.699523,75.64,3643,341,9.36,10,62.44,17.07,50.36,-13.2,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|11,5.199612,-75.699523,75.64,3643,341,9.36,11,60.46,16.17,44.35,-15.18,2026-04-14 09:57:56.419936-05
5.199612|-75.699523|12,5.199612,-75.699523,75.64,3643,341,9.36,12,61.78,17.07,48.51,-13.86,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|1,4.499609,-75.799523,75.34,3643,404,11.09,1,61.8,18.87,48.82,-13.54,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|2,4.499609,-75.799523,75.34,3643,404,11.09,2,64.84,18.46,55.99,-10.5,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|3,4.499609,-75.799523,75.34,3643,404,11.09,3,64.74,17.04,55.4,-10.6,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|4,4.499609,-75.799523,75.34,3643,404,11.09,4,63.63,16.46,53.15,-11.71,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|5,4.499609,-75.799523,75.34,3643,404,11.09,5,62.83,16.12,51.47,-12.51,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|6,4.499609,-75.799523,75.34,3643,404,11.09,6,63.33,16.33,52.0,-12.01,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|7,4.499609,-75.799523,75.34,3643,404,11.09,7,64.18,18.1,54.56,-11.16,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|8,4.499609,-75.799523,75.34,3643,404,11.09,8,64.38,20.31,56.12,-10.96,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|9,4.499609,-75.799523,75.34,3643,404,11.09,9,65.32,20.08,57.73,-10.02,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|10,4.499609,-75.799523,75.34,3643,404,11.09,10,62.44,17.07,50.36,-12.9,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|11,4.499609,-75.799523,75.34,3643,404,11.09,11,60.46,16.17,44.35,-14.88,2026-04-14 09:57:56.419936-05
4.499609|-75.799523|12,4.499609,-75.799523,75.34,3643,404,11.09,12,61.78,17.07,48.51,-13.56,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|1,4.79961,-75.899524,75.23,3643,506,13.89,1,61.8,18.87,48.82,-13.43,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|2,4.79961,-75.899524,75.23,3643,506,13.89,2,64.84,18.46,55.99,-10.39,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|3,4.79961,-75.899524,75.23,3643,506,13.89,3,64.74,17.04,55.4,-10.49,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|4,4.79961,-75.899524,75.23,3643,506,13.89,4,63.63,16.46,53.15,-11.6,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|5,4.79961,-75.899524,75.23,3643,506,13.89,5,62.83,16.12,51.47,-12.4,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|6,4.79961,-75.899524,75.23,3643,506,13.89,6,63.33,16.33,52.0,-11.9,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|7,4.79961,-75.899524,75.23,3643,506,13.89,7,64.18,18.1,54.56,-11.05,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|8,4.79961,-75.899524,75.23,3643,506,13.89,8,64.38,20.31,56.12,-10.85,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|9,4.79961,-75.899524,75.23,3643,506,13.89,9,65.32,20.08,57.73,-9.91,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|10,4.79961,-75.899524,75.23,3643,506,13.89,10,62.44,17.07,50.36,-12.79,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|11,4.79961,-75.899524,75.23,3643,506,13.89,11,60.46,16.17,44.35,-14.77,2026-04-14 09:57:56.419936-05
4.79961|-75.899524|12,4.79961,-75.899524,75.23,3643,506,13.89,12,61.78,17.07,48.51,-13.45,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|1,4.69961,-75.799523,74.97,3643,452,12.41,1,61.8,18.87,48.82,-13.17,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|1,5.399613,-75.499522,74.97,3643,894,24.54,1,61.8,18.87,48.82,-13.17,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|2,4.69961,-75.799523,74.97,3643,452,12.41,2,64.84,18.46,55.99,-10.13,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|2,5.399613,-75.499522,74.97,3643,894,24.54,2,64.84,18.46,55.99,-10.13,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|3,4.69961,-75.799523,74.97,3643,452,12.41,3,64.74,17.04,55.4,-10.23,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|3,5.399613,-75.499522,74.97,3643,894,24.54,3,64.74,17.04,55.4,-10.23,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|4,5.399613,-75.499522,74.97,3643,894,24.54,4,63.63,16.46,53.15,-11.34,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|4,4.69961,-75.799523,74.97,3643,452,12.41,4,63.63,16.46,53.15,-11.34,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|5,5.399613,-75.499522,74.97,3643,894,24.54,5,62.83,16.12,51.47,-12.14,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|5,4.69961,-75.799523,74.97,3643,452,12.41,5,62.83,16.12,51.47,-12.14,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|6,4.69961,-75.799523,74.97,3643,452,12.41,6,63.33,16.33,52.0,-11.64,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|6,5.399613,-75.499522,74.97,3643,894,24.54,6,63.33,16.33,52.0,-11.64,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|7,4.69961,-75.799523,74.97,3643,452,12.41,7,64.18,18.1,54.56,-10.79,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|7,5.399613,-75.499522,74.97,3643,894,24.54,7,64.18,18.1,54.56,-10.79,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|8,4.69961,-75.799523,74.97,3643,452,12.41,8,64.38,20.31,56.12,-10.59,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|8,5.399613,-75.499522,74.97,3643,894,24.54,8,64.38,20.31,56.12,-10.59,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|9,5.399613,-75.499522,74.97,3643,894,24.54,9,65.32,20.08,57.73,-9.65,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|9,4.69961,-75.799523,74.97,3643,452,12.41,9,65.32,20.08,57.73,-9.65,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|10,4.69961,-75.799523,74.97,3643,452,12.41,10,62.44,17.07,50.36,-12.53,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|10,5.399613,-75.499522,74.97,3643,894,24.54,10,62.44,17.07,50.36,-12.53,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|11,5.399613,-75.499522,74.97,3643,894,24.54,11,60.46,16.17,44.35,-14.51,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|11,4.69961,-75.799523,74.97,3643,452,12.41,11,60.46,16.17,44.35,-14.51,2026-04-14 09:57:56.419936-05
5.399613|-75.499522|12,5.399613,-75.499522,74.97,3643,894,24.54,12,61.78,17.07,48.51,-13.19,2026-04-14 09:57:56.419936-05
4.69961|-75.799523|12,4.69961,-75.799523,74.97,3643,452,12.41,12,61.78,17.07,48.51,-13.19,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|1,4.499609,-75.999524,74.9,3643,443,12.16,1,61.8,18.87,48.82,-13.1,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|2,4.499609,-75.999524,74.9,3643,443,12.16,2,64.84,18.46,55.99,-10.06,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|3,4.499609,-75.999524,74.9,3643,443,12.16,3,64.74,17.04,55.4,-10.16,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|4,4.499609,-75.999524,74.9,3643,443,12.16,4,63.63,16.46,53.15,-11.27,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|5,4.499609,-75.999524,74.9,3643,443,12.16,5,62.83,16.12,51.47,-12.07,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|6,4.499609,-75.999524,74.9,3643,443,12.16,6,63.33,16.33,52.0,-11.57,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|7,4.499609,-75.999524,74.9,3643,443,12.16,7,64.18,18.1,54.56,-10.72,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|8,4.499609,-75.999524,74.9,3643,443,12.16,8,64.38,20.31,56.12,-10.52,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|9,4.499609,-75.999524,74.9,3643,443,12.16,9,65.32,20.08,57.73,-9.58,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|10,4.499609,-75.999524,74.9,3643,443,12.16,10,62.44,17.07,50.36,-12.46,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|11,4.499609,-75.999524,74.9,3643,443,12.16,11,60.46,16.17,44.35,-14.44,2026-04-14 09:57:56.419936-05
4.499609|-75.999524|12,4.499609,-75.999524,74.9,3643,443,12.16,12,61.78,17.07,48.51,-13.12,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|1,5.099611,-75.699523,74.73,3643,230,6.31,1,61.8,18.87,48.82,-12.93,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|1,4.69961,-75.899524,74.73,3643,470,12.9,1,61.8,18.87,48.82,-12.93,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|2,5.099611,-75.699523,74.73,3643,230,6.31,2,64.84,18.46,55.99,-9.89,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|2,4.69961,-75.899524,74.73,3643,470,12.9,2,64.84,18.46,55.99,-9.89,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|3,5.099611,-75.699523,74.73,3643,230,6.31,3,64.74,17.04,55.4,-9.99,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|3,4.69961,-75.899524,74.73,3643,470,12.9,3,64.74,17.04,55.4,-9.99,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|4,4.69961,-75.899524,74.73,3643,470,12.9,4,63.63,16.46,53.15,-11.1,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|4,5.099611,-75.699523,74.73,3643,230,6.31,4,63.63,16.46,53.15,-11.1,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|5,4.69961,-75.899524,74.73,3643,470,12.9,5,62.83,16.12,51.47,-11.9,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|5,5.099611,-75.699523,74.73,3643,230,6.31,5,62.83,16.12,51.47,-11.9,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|6,5.099611,-75.699523,74.73,3643,230,6.31,6,63.33,16.33,52.0,-11.4,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|6,4.69961,-75.899524,74.73,3643,470,12.9,6,63.33,16.33,52.0,-11.4,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|7,4.69961,-75.899524,74.73,3643,470,12.9,7,64.18,18.1,54.56,-10.55,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|7,5.099611,-75.699523,74.73,3643,230,6.31,7,64.18,18.1,54.56,-10.55,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|8,4.69961,-75.899524,74.73,3643,470,12.9,8,64.38,20.31,56.12,-10.35,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|8,5.099611,-75.699523,74.73,3643,230,6.31,8,64.38,20.31,56.12,-10.35,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|9,4.69961,-75.899524,74.73,3643,470,12.9,9,65.32,20.08,57.73,-9.41,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|9,5.099611,-75.699523,74.73,3643,230,6.31,9,65.32,20.08,57.73,-9.41,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|10,5.099611,-75.699523,74.73,3643,230,6.31,10,62.44,17.07,50.36,-12.29,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|10,4.69961,-75.899524,74.73,3643,470,12.9,10,62.44,17.07,50.36,-12.29,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|11,4.69961,-75.899524,74.73,3643,470,12.9,11,60.46,16.17,44.35,-14.27,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|11,5.099611,-75.699523,74.73,3643,230,6.31,11,60.46,16.17,44.35,-14.27,2026-04-14 09:57:56.419936-05
4.69961|-75.899524|12,4.69961,-75.899524,74.73,3643,470,12.9,12,61.78,17.07,48.51,-12.95,2026-04-14 09:57:56.419936-05
5.099611|-75.699523|12,5.099611,-75.699523,74.73,3643,230,6.31,12,61.78,17.07,48.51,-12.95,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|1,4.89961,-75.899524,74.29,3643,360,9.88,1,61.8,18.87,48.82,-12.49,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|2,4.89961,-75.899524,74.29,3643,360,9.88,2,64.84,18.46,55.99,-9.45,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|3,4.89961,-75.899524,74.29,3643,360,9.88,3,64.74,17.04,55.4,-9.55,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|4,4.89961,-75.899524,74.29,3643,360,9.88,4,63.63,16.46,53.15,-10.66,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|5,4.89961,-75.899524,74.29,3643,360,9.88,5,62.83,16.12,51.47,-11.46,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|6,4.89961,-75.899524,74.29,3643,360,9.88,6,63.33,16.33,52.0,-10.96,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|7,4.89961,-75.899524,74.29,3643,360,9.88,7,64.18,18.1,54.56,-10.11,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|8,4.89961,-75.899524,74.29,3643,360,9.88,8,64.38,20.31,56.12,-9.91,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|9,4.89961,-75.899524,74.29,3643,360,9.88,9,65.32,20.08,57.73,-8.97,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|10,4.89961,-75.899524,74.29,3643,360,9.88,10,62.44,17.07,50.36,-11.85,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|11,4.89961,-75.899524,74.29,3643,360,9.88,11,60.46,16.17,44.35,-13.83,2026-04-14 09:57:56.419936-05
4.89961|-75.899524|12,4.89961,-75.899524,74.29,3643,360,9.88,12,61.78,17.07,48.51,-12.51,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|1,4.599609,-75.799523,73.96,3643,349,9.58,1,61.8,18.87,48.82,-12.16,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|2,4.599609,-75.799523,73.96,3643,349,9.58,2,64.84,18.46,55.99,-9.12,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|3,4.599609,-75.799523,73.96,3643,349,9.58,3,64.74,17.04,55.4,-9.22,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|4,4.599609,-75.799523,73.96,3643,349,9.58,4,63.63,16.46,53.15,-10.33,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|5,4.599609,-75.799523,73.96,3643,349,9.58,5,62.83,16.12,51.47,-11.13,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|6,4.599609,-75.799523,73.96,3643,349,9.58,6,63.33,16.33,52.0,-10.63,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|7,4.599609,-75.799523,73.96,3643,349,9.58,7,64.18,18.1,54.56,-9.78,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|8,4.599609,-75.799523,73.96,3643,349,9.58,8,64.38,20.31,56.12,-9.58,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|9,4.599609,-75.799523,73.96,3643,349,9.58,9,65.32,20.08,57.73,-8.64,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|10,4.599609,-75.799523,73.96,3643,349,9.58,10,62.44,17.07,50.36,-11.52,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|11,4.599609,-75.799523,73.96,3643,349,9.58,11,60.46,16.17,44.35,-13.5,2026-04-14 09:57:56.419936-05
4.599609|-75.799523|12,4.599609,-75.799523,73.96,3643,349,9.58,12,61.78,17.07,48.51,-12.18,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|1,4.399608,-76.099525,73.71,3643,259,7.11,1,61.8,18.87,48.82,-11.91,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|2,4.399608,-76.099525,73.71,3643,259,7.11,2,64.84,18.46,55.99,-8.87,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|3,4.399608,-76.099525,73.71,3643,259,7.11,3,64.74,17.04,55.4,-8.97,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|4,4.399608,-76.099525,73.71,3643,259,7.11,4,63.63,16.46,53.15,-10.08,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|5,4.399608,-76.099525,73.71,3643,259,7.11,5,62.83,16.12,51.47,-10.88,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|6,4.399608,-76.099525,73.71,3643,259,7.11,6,63.33,16.33,52.0,-10.38,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|7,4.399608,-76.099525,73.71,3643,259,7.11,7,64.18,18.1,54.56,-9.53,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|8,4.399608,-76.099525,73.71,3643,259,7.11,8,64.38,20.31,56.12,-9.33,2026-04-14 09:57:56.419936-05
4.399608|-76.099525|9,4.399608,-76.099525,73.71,3643,259,7.11,9,65.32,20.08,57.73,-8.39,2026-04-14 09:57:56.419936-05
